thisRow.t,notes,Instruction.started,instr_text.started,instr_resp.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.0014771000714972615,0.003750200034119189,0.003750200034119189,,,,,,,,,
