6.1890 	INFO 	Loaded monitor calibration from ['2025_12_27 10:38', '2025_12_27 13:43']
6.4791 	INFO 	Using renderer 'Intel(R) UHD Graphics 770' for graphics
6.4792 	INFO 	OpenGL version supported by driver is 4..
6.4888 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002DD16D82920>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002DD16D82980>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=True, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000002DD16A50370>, multiSample=False, name='window1', numSamples=2, pos=[np.float64(0.0), np.float64(0.0)], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
6.4888 	EXP 	window1: backgroundImage = ''
6.4888 	EXP 	window1: backgroundFit = 'none'
6.7215 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
6.7215 	EXP 	window1: recordFrameIntervals = False
6.8066 	EXP 	window1: recordFrameIntervals = True
6.9167 	EXP 	Screen (0) actual frame rate measured at 100.00Hz
6.9167 	EXP 	window1: recordFrameIntervals = False
7.0038 	INFO 	keyboard.Keyboard is using ptb backend.
7.0040 	INFO 	keyboard.Keyboard is using ptb backend.
7.0151 	INFO 	Created stream for speaker device: Headphones (Space Travel 2) (6.0)
7.0159 	INFO 	keyboard.Keyboard is using ptb backend.
7.0159 	INFO 	keyboard.Keyboard is using ptb backend.
7.0160 	INFO 	keyboard.Keyboard is using ptb backend.
7.0160 	EXP 	encoding_phase: status = STARTED
7.0784 	EXP 	Created instr_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=np.float64(0.04), italic=False, languageStyle='LTR', name='instr_text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
7.0789 	EXP 	Created visual_stimulus = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.04, italic=False, languageStyle='LTR', name='visual_stimulus', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
7.0911 	EXP 	Created auditory_icon = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=np.False_, flipVert=np.False_, image='speaker.png', interpolate=True, mask=None, maskParams=None, name='auditory_icon', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
7.0911 	EXP 	audio_stim: sampleRate = 44100
7.0912 	EXP 	audio_stim: channels = None
7.0983 	EXP 	Sound audio_stim set volume 1.000
