31.7246 	EXP 	auditory_icon: autoDraw = False
31.7246 	EXP 	break_text: autoDraw = False
31.7246 	EXP 	visual_stimulus: height = np.float64(0.03)
31.7246 	EXP 	visual_stimulus: height = np.float64(0.03)
31.7246 	EXP 	visual_stimulus: height = np.float64(0.03)
31.7246 	EXP 	visual_stimulus: height = np.float64(0.03)
31.7246 	EXP 	visual_stimulus: height = np.float64(0.03)
31.7246 	EXP 	visual_stimulus: height = np.float64(0.03)
31.7246 	EXP 	visual_stimulus: text = 'A glass drum\n\nBOWL'
32.1987 	EXP 	Sound audio_stim reached end of file
32.2147 	EXP 	Playing sound audio_stim on speaker Speakers (Realtek(R) Audio)
32.2084 	INFO 	Keyboard events cleared
32.2083 	EXP 	visual_stimulus: autoDraw = True
32.2083 	EXP 	auditory_icon: autoDraw = True
37.2127 	EXP 	Sound audio_stim stopped
37.2132 	EXP 	New trial (rep=0, index=6): <Trial 6 (6 in rep 0) data={'definition': 'A house for wheels', 'word': 'PARKINGLOT', 'block': np.int64(1), 'modality': 'visual', 'thisN': 6, 'thisTrialN': 6, 'thisRepN': 0}>
37.2261 	EXP 	visual_stimulus: autoDraw = False
37.2261 	EXP 	auditory_icon: autoDraw = False
37.2261 	EXP 	visual_stimulus: autoDraw = False
37.2261 	EXP 	auditory_icon: autoDraw = False
37.2261 	EXP 	break_text: autoDraw = False
37.2261 	EXP 	visual_stimulus: height = np.float64(0.03)
37.2261 	EXP 	visual_stimulus: height = np.float64(0.03)
37.2261 	EXP 	visual_stimulus: height = np.float64(0.03)
37.2261 	EXP 	visual_stimulus: height = np.float64(0.03)
37.2261 	EXP 	visual_stimulus: height = np.float64(0.03)
37.2261 	EXP 	visual_stimulus: height = np.float64(0.03)
37.2261 	EXP 	visual_stimulus: text = 'A house for wheels\n\nPARKINGLOT'
37.6979 	EXP 	Sound audio_stim reached end of file
37.7141 	EXP 	Playing sound audio_stim on speaker Speakers (Realtek(R) Audio)
37.7075 	INFO 	Keyboard events cleared
37.7074 	EXP 	visual_stimulus: autoDraw = True
37.7074 	EXP 	auditory_icon: autoDraw = True
42.7100 	EXP 	Sound audio_stim stopped
42.7106 	EXP 	New trial (rep=0, index=7): <Trial 7 (7 in rep 0) data={'definition': 'A glass stomach for flowers', 'word': 'VASE', 'block': np.int64(1), 'modality': 'visual', 'thisN': 7, 'thisTrialN': 7, 'thisRepN': 0}>
42.7254 	EXP 	visual_stimulus: autoDraw = False
42.7254 	EXP 	auditory_icon: autoDraw = False
42.7254 	EXP 	visual_stimulus: autoDraw = False
42.7254 	EXP 	auditory_icon: autoDraw = False
42.7254 	EXP 	break_text: autoDraw = False
42.7254 	EXP 	visual_stimulus: height = np.float64(0.03)
42.7254 	EXP 	visual_stimulus: height = np.float64(0.03)
42.7254 	EXP 	visual_stimulus: height = np.float64(0.03)
42.7254 	EXP 	visual_stimulus: height = np.float64(0.03)
42.7254 	EXP 	visual_stimulus: height = np.float64(0.03)
42.7254 	EXP 	visual_stimulus: height = np.float64(0.03)
42.7254 	EXP 	visual_stimulus: text = 'A glass stomach for flowers\n\nVASE'
43.1969 	EXP 	Sound audio_stim reached end of file
43.2132 	EXP 	Playing sound audio_stim on speaker Speakers (Realtek(R) Audio)
43.2067 	INFO 	Keyboard events cleared
43.2066 	EXP 	visual_stimulus: autoDraw = True
43.2066 	EXP 	auditory_icon: autoDraw = True
48.2103 	EXP 	Sound audio_stim stopped
48.2109 	EXP 	New trial (rep=0, index=8): <Trial 8 (8 in rep 0) data={'definition': 'A pocket refrigerator', 'word': 'COOLER', 'block': np.int64(1), 'modality': 'visual', 'thisN': 8, 'thisTrialN': 8, 'thisRepN': 0}>
48.2206 	EXP 	visual_stimulus: autoDraw = False
48.2206 	EXP 	auditory_icon: autoDraw = False
48.2206 	EXP 	visual_stimulus: autoDraw = False
48.2206 	EXP 	auditory_icon: autoDraw = False
48.2206 	EXP 	break_text: autoDraw = False
