thisRow.t,notes,instructions.started,text.started,key_resp.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instructions2.started,text_3.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.0018105000053765252,0.004098400000657421,0.004098400000657421,39.298466400003235,space,39.28005320000375,None,,,ww,retrieval_30min,2026-03-24_11h55.02.517,retrieval_30min,,2025.1.1,99.59881596681107,2026-03-24 11h55.08.160175 +0530,
,,,,,,,,,39.29851739999867,39.302468200003204,,,,,,,,,
