definition,word,block,modality,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instruction.started,instr_text.started,instr_resp.started,Instruction.stopped,instr_resp.keys,instr_resp.rt,instr_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,0.0015315000200644135,0.003465200075879693,0.003465200075879693,6.898074900032952,space,6.87457230000291,None,tt,encoding,2026-03-23_20h38.37.448,encoding_phase,,2025.1.1,100.01220148834611,2026-03-23 20h38.41.865744 +0530,
A portable shadow box,SUITCASE,1,visual,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
