5.1960 	INFO 	Loaded monitor calibration from ['2025_12_27 10:38', '2025_12_27 13:43']
5.4817 	INFO 	Using renderer 'Intel(R) UHD Graphics 770' for graphics
5.4817 	INFO 	OpenGL version supported by driver is 4..
5.4923 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000262966273D0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000026296627430>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=True, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000026296713E50>, multiSample=False, name='window1', numSamples=2, pos=[np.float64(0.0), np.float64(0.0)], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
5.4923 	EXP 	window1: backgroundImage = ''
5.4923 	EXP 	window1: backgroundFit = 'none'
5.7225 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
5.7225 	EXP 	window1: recordFrameIntervals = False
5.8051 	EXP 	window1: recordFrameIntervals = True
5.9158 	EXP 	Screen (0) actual frame rate measured at 99.51Hz
5.9159 	EXP 	window1: recordFrameIntervals = False
6.0014 	INFO 	keyboard.Keyboard is using ptb backend.
6.0016 	INFO 	keyboard.Keyboard is using ptb backend.
6.1540 	WARNING 	No default speaker specified in Preferences / Hardware, using first speaker found: Speakers (Realtek(R) Audio)
6.1869 	INFO 	Created stream for speaker device: Speakers (Realtek(R) Audio) (5.0)
6.1880 	INFO 	keyboard.Keyboard is using ptb backend.
6.1880 	INFO 	keyboard.Keyboard is using ptb backend.
6.1880 	INFO 	keyboard.Keyboard is using ptb backend.
6.1880 	EXP 	encoding_phase: status = STARTED
6.2631 	EXP 	Created instr_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=np.float64(0.03), italic=False, languageStyle='LTR', name='instr_text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
6.2636 	EXP 	Created visual_stimulus = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.03, italic=False, languageStyle='LTR', name='visual_stimulus', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
6.2757 	EXP 	Created auditory_icon = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=np.False_, flipVert=np.False_, image='speaker.png', interpolate=True, mask=None, maskParams=None, name='auditory_icon', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
6.2757 	EXP 	audio_stim: sampleRate = 48000
6.2757 	EXP 	audio_stim: channels = None
6.2840 	EXP 	Sound audio_stim set volume 1.000
