thisRow.t,notes,Instruction.started,instr_text.started,instr_resp.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.0015592999989166856,0.003921200055629015,0.003921200055629015,,,,,,,,,
