8.0505 	INFO 	Loaded monitor calibration from ['2025_12_27 10:38', '2025_12_27 13:43']
8.3521 	INFO 	Using renderer 'Intel(R) UHD Graphics 770' for graphics
8.3521 	INFO 	OpenGL version supported by driver is 4..
8.3670 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000014DFB53D780>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000014DFB53D720>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=True, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000014DFAB28FD0>, multiSample=False, name='window1', numSamples=2, pos=[np.float64(0.0), np.float64(0.0)], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
8.3670 	EXP 	window1: backgroundImage = ''
8.3670 	EXP 	window1: backgroundFit = 'none'
8.6093 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
8.6093 	EXP 	window1: recordFrameIntervals = False
8.6931 	EXP 	window1: recordFrameIntervals = True
8.8031 	EXP 	Screen (0) actual frame rate measured at 99.98Hz
8.8032 	EXP 	window1: recordFrameIntervals = False
8.8839 	INFO 	keyboard.Keyboard is using ptb backend.
8.8840 	INFO 	keyboard.Keyboard is using ptb backend.
8.8967 	INFO 	Created stream for speaker device: Headphones (Space Travel 2) (6.0)
8.8977 	INFO 	keyboard.Keyboard is using ptb backend.
8.8977 	INFO 	keyboard.Keyboard is using ptb backend.
8.8978 	INFO 	keyboard.Keyboard is using ptb backend.
8.8978 	EXP 	encoding_phase: status = STARTED
8.9788 	EXP 	Created instr_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=np.float64(0.04), italic=False, languageStyle='LTR', name='instr_text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
8.9793 	EXP 	Created visual_stimulus = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.04, italic=False, languageStyle='LTR', name='visual_stimulus', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
8.9933 	EXP 	Created auditory_icon = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=np.False_, flipVert=np.False_, image='speaker.png', interpolate=True, mask=None, maskParams=None, name='auditory_icon', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
8.9934 	EXP 	audio_stim: sampleRate = 44100
8.9934 	EXP 	audio_stim: channels = None
9.0022 	EXP 	Sound audio_stim set volume 1.000
9.0090 	EXP 	Created rating_prompt = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-5.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=np.float64(0.03), italic=False, languageStyle='LTR', name='rating_prompt', opacity=1, ori=0.0, pos=array([ 0. , -0.4]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
9.0127 	EXP 	Created break_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=np.float64(0.04), italic=False, languageStyle='LTR', name='break_text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
9.0166 	EXP 	Created end_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=np.float64(0.04), italic=False, languageStyle='LTR', name='end_text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
0.0038 	INFO 	Keyboard events cleared
0.0038 	EXP 	instr_text: autoDraw = True
5.1714 	EXP 	Device response: <KeyPress from None: t=5.1652995001059026, value=space, duration=None>
5.1759 	EXP 	Imported encoding.csv as conditions, 72 conditions, 4 params
5.1763 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'definition': 'A portable shadow box', 'word': 'SUITCASE', 'block': np.int64(1), 'modality': 'visual', 'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
5.1858 	DATA 	Keypress: space
5.1872 	EXP 	instr_text: autoDraw = False
5.1872 	EXP 	visual_stimulus: height = np.float64(0.04)
5.1872 	EXP 	visual_stimulus: height = np.float64(0.04)
5.1872 	EXP 	visual_stimulus: height = np.float64(0.04)
5.1872 	EXP 	visual_stimulus: height = np.float64(0.04)
5.1872 	EXP 	visual_stimulus: height = np.float64(0.04)
5.1872 	EXP 	visual_stimulus: height = np.float64(0.04)
5.1872 	EXP 	visual_stimulus: text = 'A portable shadow box\n\nSUITCASE'
5.2862 	EXP 	Device response: <KeyPress from None: t=5.1652995001059026, value=space, duration=0.12002249993383884>
5.6560 	EXP 	Sound audio_stim reached end of file
5.6722 	EXP 	Playing sound audio_stim on speaker Headphones (Space Travel 2)
5.6657 	INFO 	Keyboard events cleared
5.6656 	EXP 	visual_stimulus: autoDraw = True
5.6656 	EXP 	auditory_icon: autoDraw = True
5.6656 	EXP 	rating_prompt: autoDraw = True
7.7959 	EXP 	Device response: <KeyPress from None: t=7.78911330003757, value=4, duration=None>
7.7972 	DATA 	Keypress: 4
7.9058 	EXP 	Device response: <KeyPress from None: t=7.78911330003757, value=4, duration=0.11212499998509884>
10.6648 	EXP 	Sound audio_stim stopped
10.6654 	EXP 	New trial (rep=0, index=1): <Trial 1 (1 in rep 0) data={'definition': 'A silent drummer', 'word': 'HEART', 'block': np.int64(1), 'modality': 'visual', 'thisN': 1, 'thisTrialN': 1, 'thisRepN': 0}>
10.6800 	EXP 	visual_stimulus: autoDraw = False
10.6800 	EXP 	auditory_icon: autoDraw = False
10.6800 	EXP 	rating_prompt: autoDraw = False
10.6800 	EXP 	visual_stimulus: autoDraw = False
10.6800 	EXP 	auditory_icon: autoDraw = False
10.6800 	EXP 	rating_prompt: autoDraw = False
10.6800 	EXP 	break_text: autoDraw = False
